HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N7.HOG0010626	OG0006193	n0			CBRI.L5515_007923	CELE.CELE_F17C11.10	CINO.Sp34_50305800	CNIO.Cni-F17C11.10	CREM.GCK72_016539						
N7.HOG0010627	OG0006194	n0			CBRI.L5515_008759	CELE.CELE_F46B6.2	CINO.Sp34_50256500	CNIO.Cni-F46B6.2	CREM.GCK72_016950						
N7.HOG0010628	OG0006195	n0			CBRI.L5515_007248	CELE.CELE_F16B3.1	CINO.Sp34_50049600	CNIO.Cni-egl-2	CREM.GCK72_019053						
N7.HOG0010629	OG0006196	n0			CBRI.L5515_005873	CELE.CELE_C16D9.1	CINO.Sp34_50107500	CNIO.Cni-C16D9.1	CREM.GCK72_018799						
N7.HOG0010630	OG0006197	n0			CBRI.L5515_008196	CELE.CELE_B0365.9	CINO.Sp34_50273300	CNIO.Cnig_chr_V.g19624	CREM.GCK72_017705						
N7.HOG0010631	OG0006198	n0			CBRI.L5515_016713	CELE.CELE_T06H11.4	CINO.Sp34_X0066100	CNIO.Cni-moc-1	CREM.GCK72_023526						
N7.HOG0010632	OG0006199	n0			CBRI.L5515_009861	CELE.CELE_Y59A8B.20	CINO.Sp34_50409600	CNIO.Cni-lon-8	CREM.GCK72_021847						
N7.HOG0010633	OG0006200	n0			CBRI.L5515_007560	CELE.CELE_W04D2.1	CINO.Sp34_50172510	CNIO.Cni-atn-1	CREM.GCK72_018314						
N7.HOG0010634	OG0006201	n0			CBRI.L5515_007876	CELE.CELE_T19C4.1	CINO.Sp34_50313810	CNIO.Cni-T19C4.1	CREM.GCK72_016640						
N7.HOG0010635	OG0006202	n0			CBRI.L5515_007602	CELE.CELE_R04F11.4	CINO.Sp34_50127500	CNIO.Cni-twk-13	CREM.GCK72_018271						
N7.HOG0010636	OG0006203	n0			CBRI.L5515_002847	CELE.CELE_W02D9.1	CINO.Sp34_10039200	CNIO.Cni-pri-2	CREM.GCK72_001546						
N7.HOG0010637	OG0006204	n0			CBRI.L5515_005685	CELE.CELE_F53F4.14	CINO.Sp34_50164700	CNIO.Cni-F53F4.14	CREM.GCK72_018619						
N7.HOG0010638	OG0006205	n0			CBRI.L5515_007835	CELE.CELE_F47G9.1	CINO.Sp34_50319400	CNIO.Cni-F47G9.1	CREM.GCK72_016714						
N7.HOG0010639	OG0006206	n0			CBRI.L5515_008017	CELE.CELE_F32G8.4	CINO.Sp34_50294810	CNIO.Cni-best-14	CREM.GCK72_016433						
N7.HOG0010640	OG0006207	n0			CBRI.L5515_008518	CELE.CELE_C13F10.4	CINO.Sp34_50227100	CNIO.Cni-soap-1	CREM.GCK72_017330						
N7.HOG0010641	OG0006208	n0			CBRI.L5515_012339	CELE.CELE_K11H12.8	CINO.Sp34_40064200	CNIO.Cni-K11H12.8	CREM.GCK72_015118						
N7.HOG0010642	OG0006209	n0			CBRI.L5515_007480	CELE.CELE_F18E2.3	CINO.Sp34_50179400	CNIO.Cni-scc-3	CREM.GCK72_018400						
N7.HOG0010643	OG0006210	n0			CBRI.L5515_007827	CELE.CELE_F55C10.1	CINO.Sp34_50321500	CNIO.Cni-cnb-1	CREM.GCK72_016728						
N7.HOG0010644	OG0006211	n0			CBRI.L5515_008885	CELE.CELE_W06A7.2	CINO.Sp34_50347900	CNIO.Cni-W06A7.2	CREM.GCK72_017431						
N7.HOG0010645	OG0006212	n0			CBRI.L5515_011715	CELE.CELE_T23F6.4	CINO.Sp34_40153600	CNIO.Cni-rbd-1	CREM.GCK72_014444						
N7.HOG0010646	OG0006213	n0			CBRI.L5515_001627	CELE.CELE_F32H2.3	CINO.Sp34_10119100	CNIO.Cni-spd-2	CREM.GCK72_002488						
N7.HOG0010647	OG0006214	n0			CBRI.L5515_005807	CELE.CELE_ZC513.5	CINO.Sp34_50099900	CNIO.Cni-ZC513.5	CREM.GCK72_018739						
N7.HOG0010648	OG0006215	n0			CBRI.L5515_007288	CELE.CELE_C56A3.3	CINO.Sp34_50161000	CNIO.Cni-frpr-5	CREM.GCK72_018592						
N7.HOG0010649	OG0006216	n0			CBRI.L5515_007883	CELE.CELE_C06H2.6	CINO.Sp34_50313200	CNIO.Cni-lmtr-3	CREM.GCK72_016631						
N7.HOG0010650	OG0006217	n0			CBRI.L5515_006319	CELE.CELE_Y32G9B.1	CINO.Sp34_50065900	CNIO.Cni-Y32G9B.1	CREM.GCK72_019253						
N7.HOG0010651	OG0006218	n0			CBRI.L5515_007119	CELE.CELE_DC2.3	CINO.Sp34_50006300	CNIO.Cni-lec-12	CREM.GCK72_019155						
N7.HOG0010652	OG0006219	n0			CBRI.L5515_008906	CELE.CELE_C47E8.7	CINO.Sp34_50349400	CNIO.Cni-unc-112	CREM.GCK72_017456						
N7.HOG0010653	OG0006220	n0			CBRI.L5515_008329	CELE.CELE_F29G9.6	CINO.Sp34_50205600	CNIO.Cni-dhs-17	CREM.GCK72_017856						
N7.HOG0010654	OG0006221	n0			CBRI.L5515_008749	CELE.CELE_F40F9.7	CINO.Sp34_50255200	CNIO.Cni-drap-1	CREM.GCK72_016967						
N7.HOG0010655	OG0006222	n0				CELE.CELE_M03F8.2	CINO.Sp34_50204010	CNIO.Cni-pst-1	CREM.GCK72_017840						
N7.HOG0010656	OG0006223	n0			CBRI.L5515_008454	CELE.CELE_ZC404.9	CINO.Sp34_50221100	CNIO.Cni-gck-2	CREM.GCK72_017997						
N7.HOG0010657	OG0006224	n0			CBRI.L5515_011372	CELE.CELE_B0035.3	CINO.Sp34_40319000	CNIO.Cni-B0035.3	CREM.GCK72_014097						
N7.HOG0010658	OG0006225	n0			CBRI.L5515_007656	CELE.CELE_C27A7.5	CINO.Sp34_50132500	CNIO.Cni-C27A7.5	CREM.GCK72_018204						
N7.HOG0010659	OG0006226	n0			CBRI.L5515_006877	CELE.CELE_Y50D4A.4	CINO.Sp34_50025200	CNIO.Cni-Y50D4A.4	CREM.GCK72_020855						
N7.HOG0010660	OG0006227	n0			CBRI.L5515_005963	CELE.CELE_F25G6.2	CINO.Sp34_50116300	CNIO.Cni-symk-1	CREM.GCK72_018881						
N7.HOG0010661	OG0006228	n0				CELE.CELE_F09G2.9	CINO.Sp34_50227500	CNIO.Cni-attf-2	CREM.GCK72_017333						
N7.HOG0010662	OG0006229	n0			CBRI.L5515_008923	CELE.CELE_F43D2.1	CINO.Sp34_50351000	CNIO.Cni-ccnk-1	CREM.GCK72_017472						
N7.HOG0010663	OG0006230	n0			CBRI.L5515_008907	CELE.CELE_C47E8.6	CINO.Sp34_50349500	CNIO.Cni-gasr-8	CREM.GCK72_017455						
N7.HOG0010664	OG0006231	n0			CBRI.L5515_013513	CELE.CELE_W01C9.3	CINO.Sp34_20131300	CNIO.Cni-pqn-73	CREM.GCK72_004947						
N7.HOG0010665	OG0006232	n0			CBRI.L5515_008920	CELE.CELE_F43D2.6, CELE.CELE_F43D2.7	CINO.Sp34_50350800	CNIO.Cni-F43D2.6							
N7.HOG0010666	OG0006233	n0			CBRI.L5515_006346	CELE.CELE_F27E11.3	CINO.Sp34_50068500	CNIO.Cni-cfz-2	CREM.GCK72_019275						
N7.HOG0010667	OG0006234	n0			CBRI.L5515_007112	CELE.CELE_R12A1.2	CINO.Sp34_50048210	CNIO.Cni-snt-5	CREM.GCK72_018987						
N7.HOG0010668	OG0006235	n0			CBRI.L5515_010250	CELE.CELE_Y57G11C.22	CINO.Sp34_40181400	CNIO.Cni-Y57G11C.22	CREM.GCK72_012845						
N7.HOG0010669	OG0006236	n0			CBRI.L5515_007951	CELE.CELE_F32D8.14	CINO.Sp34_50302400	CNIO.Cni-F32D8.14	CREM.GCK72_016571						
N7.HOG0010670	OG0006237	n0			CBRI.L5515_002744	CELE.CELE_F31C3.3	CINO.Sp34_10011200	CNIO.Cni-F31C3.3	CREM.GCK72_001465						
N7.HOG0010671	OG0006238	n0			CBRI.L5515_005936	CELE.CELE_T23B12.3	CINO.Sp34_50113910	CNIO.Cni-mrps-2	CREM.GCK72_018851						
N7.HOG0010672	OG0006239	n0			CBRI.L5515_011792	CELE.CELE_Y67H2A.1	CINO.Sp34_40139900	CNIO.Cni-cpsf-3	CREM.GCK72_014525						
N7.HOG0010673	OG0006240	n0			CBRI.L5515_005979	CELE.CELE_F41E6.17	CINO.Sp34_50117500	CNIO.Cni-F41E6.17	CREM.GCK72_018891						
N7.HOG0010674	OG0006241	n0			CBRI.L5515_011796	CELE.CELE_Y67H2A.5	CINO.Sp34_40139500	CNIO.Cni-Y67H2A.5	CREM.GCK72_014528						
N7.HOG0010675	OG0006242	n0			CBRI.L5515_008475	CELE.CELE_T07H8.4	CINO.Sp34_50223800	CNIO.Cni-mec-1	CREM.GCK72_018019						
N7.HOG0010676	OG0006243	n0			CBRI.L5515_008023	CELE.CELE_F25D1.1	CINO.Sp34_50294010	CNIO.Cni-ppm-1	CREM.GCK72_016427						
N7.HOG0010677	OG0006244	n0			CBRI.L5515_008237	CELE.CELE_C24G6.3	CINO.Sp34_50195500	CNIO.Cni-mms-19	CREM.GCK72_017750						
N7.HOG0010678	OG0006245	n0			CBRI.L5515_007872	CELE.CELE_T19C4.5	CINO.Sp34_50314600	CNIO.Cni-T19C4.5	CREM.GCK72_016652						
N7.HOG0010679	OG0006246	n0			CBRI.L5515_002846	CELE.CELE_W02D9.2	CINO.Sp34_10039100	CNIO.Cni-W02D9.2	CREM.GCK72_001547						
N7.HOG0010680	OG0006247	n0			CBRI.L5515_008936	CELE.CELE_C53A5.2	CINO.Sp34_50353400	CNIO.Cni-C53A5.2	CREM.GCK72_017487						
N7.HOG0010681	OG0006248	n0			CBRI.L5515_008362	CELE.CELE_K12B6.2	CINO.Sp34_50210010	CNIO.Cni-K12B6.2	CREM.GCK72_017900						
N7.HOG0010682	OG0006249	n0			CBRI.L5515_007299	CELE.CELE_F25H9.7	CINO.Sp34_50159400	CNIO.Cni-F25H9.7	CREM.GCK72_018581						
N7.HOG0010683	OG0006250	n0			CBRI.L5515_009858	CELE.CELE_B0250.2	CINO.Sp34_50402700	CNIO.Cni-calf-1	CREM.GCK72_021857						
N7.HOG0010684	OG0006251	n0			CBRI.L5515_009859	CELE.CELE_B0250.1	CINO.Sp34_50402800	CNIO.Cni-rpl-2	CREM.GCK72_021855						
N7.HOG0010685	OG0006252	n0			CBRI.L5515_009917	CELE.CELE_F48F5.6	CINO.Sp34_50402600	CNIO.Cni-F48F5.6	CREM.GCK72_021839						
N7.HOG0010686	OG0006253	n0			CBRI.L5515_008014	CELE.CELE_T21C9.2	CINO.Sp34_50295010	CNIO.Cni-vps-54	CREM.GCK72_016436						
N7.HOG0010687	OG0006254	n0			CBRI.L5515_011009	CELE.CELE_C01G5.8	CINO.Sp34_40171200	CNIO.Cni-fan-1	CREM.GCK72_013715						
N7.HOG0010688	OG0006255	n0			CBRI.L5515_002650	CELE.CELE_Y18D10A.9	CINO.Sp34_10053000	CNIO.Cni-Y18D10A.9	CREM.GCK72_003463						
N7.HOG0010689	OG0006256	n0			CBRI.L5515_008347	CELE.CELE_W06H8.1	CINO.Sp34_50208300	CNIO.Cni-rme-1	CREM.GCK72_017882						
N7.HOG0010690	OG0006257	n0			CBRI.L5515_005587	CELE.CELE_F15D3.4, CELE.CELE_F44G3.7	CINO.Sp34_30150500	CNIO.Cnig_chr_III.g11862	CREM.GCK72_020273						
N7.HOG0010691	OG0006258	n0			CBRI.L5515_007562	CELE.CELE_F28C1.2	CINO.Sp34_50172300	CNIO.Cni-egl-10	CREM.GCK72_018312						
N7.HOG0010692	OG0006259	n0			CBRI.L5515_007561	CELE.CELE_F28C1.3	CINO.Sp34_50172410	CNIO.Cni-F28C1.3	CREM.GCK72_018313						
N7.HOG0010693	OG0006260	n0			CBRI.L5515_008945	CELE.CELE_R02D5.3	CINO.Sp34_50354600	CNIO.Cni-R02D5.3	CREM.GCK72_017495						
N7.HOG0010694	OG0006261	n0			CBRI.L5515_006880	CELE.CELE_C39F7.2	CINO.Sp34_50025400	CNIO.Cnig_chr_V.g17992	CREM.GCK72_020832						
N7.HOG0010695	OG0006262	n0			CBRI.L5515_008522	CELE.CELE_C13F10.7	CINO.Sp34_50226700	CNIO.Cni-C13F10.7	CREM.GCK72_017325						
N7.HOG0010696	OG0006263	n0			CBRI.L5515_006885	CELE.CELE_Y58G8A.4	CINO.Sp34_50013400	CNIO.Cni-npr-5	CREM.GCK72_020808						
N7.HOG0010697	OG0006264	n0			CBRI.L5515_007888	CELE.CELE_H19N07.1	CINO.Sp34_50312700	CNIO.Cni-erfa-3	CREM.GCK72_016625						
N7.HOG0010698	OG0006265	n0			CBRI.L5515_011263	CELE.CELE_F33D4.5	CINO.Sp34_40306610	CNIO.Cni-mrpl-1	CREM.GCK72_013999						
N7.HOG0010699	OG0006266	n0			CBRI.L5515_017540	CELE.CELE_R11G1.4	CINO.Sp34_X0267100	CNIO.Cni-sax-1	CREM.GCK72_024137						
N7.HOG0010700	OG0006267	n0			CBRI.L5515_008319	CELE.CELE_C10F3.4	CINO.Sp34_50204400	CNIO.Cni-mcp-1	CREM.GCK72_017844						
N7.HOG0010701	OG0006268	n0			CBRI.L5515_001032	CELE.CELE_K04G2.3	CINO.Sp34_10062500	CNIO.Cni-cdc-48.3	CREM.GCK72_000441						
N7.HOG0010702	OG0006269	n0			CBRI.L5515_009631	CELE.CELE_F48F5.5	CINO.Sp34_50397300	CNIO.Cni-fce-2	CREM.GCK72_021336						
N7.HOG0010703	OG0006270	n0			CBRI.L5515_008542	CELE.CELE_K06C4.6	CINO.Sp34_50230700	CNIO.Cni-mod-1	CREM.GCK72_017290						
N7.HOG0010704	OG0006271	n0			CBRI.L5515_014953	CELE.CELE_Y54G9A.6	CINO.Sp34_20074000	CNIO.Cni-bub-3	CREM.GCK72_005816						
N7.HOG0010705	OG0006272	n0			CBRI.L5515_007449	CELE.CELE_F26D11.10	CINO.Sp34_50182600	CNIO.Cni-che-7	CREM.GCK72_018436						
N7.HOG0010706	OG0006273	n0			CBRI.L5515_008239	CELE.CELE_C24G6.7	CINO.Sp34_50195700	CNIO.Cni-grl-1	CREM.GCK72_017752						
N7.HOG0010707	OG0006274	n0			CBRI.L5515_005722	CELE.CELE_F55B12.4	CINO.Sp34_50168600	CNIO.Cni-hpo-31	CREM.GCK72_018660						
N7.HOG0010708	OG0006275	n0			CBRI.L5515_008650	CELE.CELE_F44A2.5	CINO.Sp34_50242900	CNIO.Cni-F44A2.5	CREM.GCK72_017036						
N7.HOG0010709	OG0006276	n0			CBRI.L5515_009752	CELE.CELE_Y113G7A.8	CINO.Sp34_50430900	CNIO.Cni-fre-1	CREM.GCK72_022031						
N7.HOG0010710	OG0006277	n0			CBRI.L5515_009840	CELE.CELE_T03D8.3	CINO.Sp34_50412620	CNIO.Cni-sbt-1	CREM.GCK72_021953						
N7.HOG0010711	OG0006278	n0			CBRI.L5515_004120	CELE.CELE_M88.2	CINO.Sp34_30071600	CNIO.Cni-mrps-34	CREM.GCK72_010083						
N7.HOG0010712	OG0006279	n0			CBRI.L5515_009771	CELE.CELE_Y113G7B.18	CINO.Sp34_50429210	CNIO.Cni-mdt-17	CREM.GCK72_022013						
N7.HOG0010713	OG0006280	n0			CBRI.L5515_007369	CELE.CELE_B0238.10	CINO.Sp34_50191800	CNIO.Cni-natc-2	CREM.GCK72_018516						
N7.HOG0010714	OG0006281	n0			CBRI.L5515_005618	CELE.CELE_F56C9.10	CINO.Sp34_30035300	CNIO.Cni-F56C9.10	CREM.GCK72_008697						
N7.HOG0010715	OG0006282	n0			CBRI.L5515_005379	CELE.CELE_F45G2.7	CINO.Sp34_30019700	CNIO.Cni-F45G2.7, CNIO.Cnig_chr_III.g11606	CREM.GCK72_008406, CREM.GCK72_008410						
N7.HOG0010716	OG0006283	n0			CBRI.L5515_003180	CELE.CELE_F54C4.1	CINO.Sp34_30324400	CNIO.Cni-mrpl-40	CREM.GCK72_011814						
N7.HOG0010717	OG0006284	n0			CBRI.L5515_003154	CELE.CELE_Y37D8A.13	CINO.Sp34_30293300	CNIO.Cni-unc-71	CREM.GCK72_010958						
N7.HOG0010718	OG0006285	n0			CBRI.L5515_008183	CELE.CELE_W07G4.3	CINO.Sp34_50274610	CNIO.Cni-W07G4.3	CREM.GCK72_017678						
N7.HOG0010719	OG0006286	n0			CBRI.L5515_003623	CELE.CELE_F09F7.3	CINO.Sp34_30133610	CNIO.Cni-rpc-2	CREM.GCK72_010566						
N7.HOG0010720	OG0006287	n0			CBRI.L5515_003729	CELE.CELE_D2045.9	CINO.Sp34_30123800	CNIO.Cnig_chr_III.g9589	CREM.GCK72_010465						
N7.HOG0010721	OG0006288	n0			CBRI.L5515_003413	CELE.CELE_C23G10.7	CINO.Sp34_30150900	CNIO.Cni-C23G10.7	CREM.GCK72_010787						
N7.HOG0010722	OG0006289	n0			CBRI.L5515_003885	CELE.CELE_T28D6.7	CINO.Sp34_30098700	CNIO.Cni-T28D6.7	CREM.GCK72_010297						
N7.HOG0010723	OG0006290	n0			CBRI.L5515_003387	CELE.CELE_T17E9.2	CINO.Sp34_30147400	CNIO.Cni-nmt-1	CREM.GCK72_010798						
N7.HOG0010724	OG0006291	n0			CBRI.L5515_005476	CELE.CELE_Y75B8A.7	CINO.Sp34_30010200	CNIO.Cni-Y75B8A.7							
N7.HOG0010725	OG0006292	n0			CBRI.L5515_000557	CELE.CELE_Y71F9B.8	CINO.Sp34_10140500	CNIO.Cni-lron-11	CREM.GCK72_002079						
N7.HOG0010726	OG0006293	n0			CBRI.L5515_003148	CELE.CELE_Y37D8A.18	CINO.Sp34_30293900	CNIO.Cni-mrps-10	CREM.GCK72_010965						
N7.HOG0010727	OG0006294	n0			CBRI.L5515_004029	CELE.CELE_ZK353.10	CINO.Sp34_30081600	CNIO.Cni-ZK353.10	CREM.GCK72_010164						
N7.HOG0010728	OG0006295	n0			CBRI.L5515_003464	CELE.CELE_T26A5.6	CINO.Sp34_30173200	CNIO.Cni-T26A5.6	CREM.GCK72_010705						
N7.HOG0010729	OG0006296	n0			CBRI.L5515_010213	CELE.CELE_Y41E3.4	CINO.Sp34_40279700	CNIO.Cni-qars-1	CREM.GCK72_012767						
N7.HOG0010730	OG0006297	n0			CBRI.L5515_011519	CELE.CELE_M18.8	CINO.Sp34_40238100	CNIO.Cni-dhhc-6	CREM.GCK72_014247						
N7.HOG0010731	OG0006298	n0			CBRI.L5515_011520	CELE.CELE_B0001.1	CINO.Sp34_40238200	CNIO.Cni-lin-24	CREM.GCK72_014249						
N7.HOG0010732	OG0006299	n0			CBRI.L5515_004184	CELE.CELE_C38D4.9	CINO.Sp34_30062100	CNIO.Cni-C38D4.9	CREM.GCK72_010023						
N7.HOG0010733	OG0006300	n0			CBRI.L5515_004183	CELE.CELE_C38D4.5	CINO.Sp34_30062200	CNIO.Cni-tag-325	CREM.GCK72_010024						
N7.HOG0010734	OG0006301	n0			CBRI.L5515_003690	CELE.CELE_R01H10.6	CINO.Sp34_30118000	CNIO.Cni-bbs-5	CREM.GCK72_010510						
N7.HOG0010735	OG0006302	n0			CBRI.L5515_003838	CELE.CELE_T12D8.4	CINO.Sp34_30104900	CNIO.Cnig_chr_III.g9718	CREM.GCK72_010343						
N7.HOG0010736	OG0006303	n0			CBRI.L5515_003519	CELE.CELE_F01F1.4	CINO.Sp34_30141600	CNIO.Cni-rabn-5	CREM.GCK72_010642						
N7.HOG0010737	OG0006304	n0			CBRI.L5515_005100	CELE.CELE_ZK1058.9	CINO.Sp34_30005300	CNIO.Cni-ZK1058.9	CREM.GCK72_008828						
N7.HOG0010738	OG0006305	n0			CBRI.L5515_003886	CELE.CELE_T28D6.9	CINO.Sp34_30098800	CNIO.Cni-pen-2	CREM.GCK72_010296						
N7.HOG0010739	OG0006306	n0			CBRI.L5515_005631	CELE.CELE_R151.7	CINO.Sp34_30285400	CNIO.Cni-hsp-75	CREM.GCK72_008626						
N7.HOG0010740	OG0006307	n0			CBRI.L5515_004358	CELE.CELE_K04G7.3	CINO.Sp34_30240600	CNIO.Cni-ogt-1	CREM.GCK72_009850						
N7.HOG0010741	OG0006308	n0			CBRI.L5515_003484	CELE.CELE_C16A3.3	CINO.Sp34_30171200	CNIO.Cni-let-716	CREM.GCK72_010724						
N7.HOG0010742	OG0006309	n0			CBRI.L5515_004847	CELE.CELE_ZK512.2	CINO.Sp34_30261100	CNIO.Cni-ZK512.2	CREM.GCK72_009364						
N7.HOG0010743	OG0006310	n0			CBRI.L5515_003890	CELE.CELE_Y47D3A.27	CINO.Sp34_30099300	CNIO.Cnig_chr_III.g9797	CREM.GCK72_010291						
N7.HOG0010744	OG0006311	n0			CBRI.L5515_004820	CELE.CELE_K01B6.3	CINO.Sp34_30265900	CNIO.Cni-K01B6.3	CREM.GCK72_009396						
N7.HOG0010745	OG0006312	n0			CBRI.L5515_003698	CELE.CELE_T07A5.2	CINO.Sp34_30119200	CNIO.Cni-unc-50	CREM.GCK72_010499						
N7.HOG0010746	OG0006313	n0			CBRI.L5515_003541	CELE.CELE_C28H8.3	CINO.Sp34_30143100	CNIO.Cni-C28H8.3	CREM.GCK72_010660						
N7.HOG0010747	OG0006314	n0			CBRI.L5515_005487	CELE.CELE_Y39E4B.1	CINO.Sp34_30016700	CNIO.Cni-abce-1	CREM.GCK72_008296						
N7.HOG0010748	OG0006315	n0			CBRI.L5515_004873	CELE.CELE_ZK370.6	CINO.Sp34_30275000	CNIO.Cni-ZK370.6	CREM.GCK72_009354						
N7.HOG0010749	OG0006316	n0			CBRI.L5515_003961	CELE.CELE_Y47D3B.5	CINO.Sp34_30088000	CNIO.Cni-twk-31	CREM.GCK72_010219						
N7.HOG0010750	OG0006317	n0			CBRI.L5515_004230	CELE.CELE_F26F4.10	CINO.Sp34_30056120	CNIO.Cni-rars-1	CREM.GCK72_009984						
N7.HOG0010751	OG0006318	n0			CBRI.L5515_011761	CELE.CELE_C39E9.13	CINO.Sp34_40145300	CNIO.Cni-rfc-3	CREM.GCK72_014495						
N7.HOG0010752	OG0006319	n0			CBRI.L5515_005452	CELE.CELE_Y75B8A.14	CINO.Sp34_30009000	CNIO.Cni-Y75B8A.14	CREM.GCK72_008350						
N7.HOG0010753	OG0006320	n0			CBRI.L5515_004469	CELE.CELE_F34D10.6	CINO.Sp34_30225810	CNIO.Cni-F34D10.6	CREM.GCK72_009735						
N7.HOG0010754	OG0006321	n0			CBRI.L5515_005627	CELE.CELE_B0523.5	CINO.Sp34_30285600	CNIO.Cni-fli-1	CREM.GCK72_008620						
N7.HOG0010755	OG0006322	n0			CBRI.L5515_003118	CELE.CELE_F40G9.11	CINO.Sp34_30325100	CNIO.Cni-mxl-2	CREM.GCK72_011803						
N7.HOG0010756	OG0006323	n0			CBRI.L5515_009908	CELE.CELE_W01F3.1	CINO.Sp34_50401500	CNIO.Cni-mnr-1	CREM.GCK72_021928						
N7.HOG0010757	OG0006324	n0			CBRI.L5515_002576	CELE.CELE_T27F6.6	CINO.Sp34_30028820	CNIO.Cni-T27F6.6	CREM.GCK72_003389						
N7.HOG0010758	OG0006325	n0			CBRI.L5515_004301	CELE.CELE_R144.5	CINO.Sp34_30053400	CNIO.Cni-R144.5	CREM.GCK72_009904						
N7.HOG0010759	OG0006326	n0			CBRI.L5515_005061	CELE.CELE_Y43F4A.1	CINO.Sp34_30016220	CNIO.Cni-Y43F4A.1	CREM.GCK72_008764						
N7.HOG0010760	OG0006327	n0			CBRI.L5515_004902	CELE.CELE_F54F2.1	CINO.Sp34_30277100	CNIO.Cni-pat-2	CREM.GCK72_009335						
N7.HOG0010761	OG0006328	n0			CBRI.L5515_004058	CELE.CELE_C04D8.1	CINO.Sp34_30078700	CNIO.Cni-pac-1, CNIO.Cnig_chr_III.g9990	CREM.GCK72_010142, CREM.GCK72_010143						
N7.HOG0010762	OG0006329	n0			CBRI.L5515_002972	CELE.CELE_F10C5.2	CINO.Sp34_30336510	CNIO.Cni-F10C5.2	CREM.GCK72_011829						
N7.HOG0010763	OG0006330	n0			CBRI.L5515_004278	CELE.CELE_F11H8.4	CINO.Sp34_30253200	CNIO.Cni-cyk-1	CREM.GCK72_009931						
N7.HOG0010764	OG0006331	n0			CBRI.L5515_004596	CELE.CELE_ZK1128.6	CINO.Sp34_30208500	CNIO.Cni-ttll-4	CREM.GCK72_009601						
N7.HOG0010765	OG0006332	n0			CBRI.L5515_004341	CELE.CELE_C13B9.4	CINO.Sp34_30242700	CNIO.Cni-pdfr-1	CREM.GCK72_009870						
N7.HOG0010766	OG0006333	n0			CBRI.L5515_005585	CELE.CELE_T27E9.9	CINO.Sp34_30037900	CNIO.Cni-acc-4	CREM.GCK72_008187						
N7.HOG0010767	OG0006334	n0			CBRI.L5515_003071	CELE.CELE_Y54F10BM.14	CINO.Sp34_30303710	CNIO.Cni-phf-5							
N7.HOG0010768	OG0006335	n0			CBRI.L5515_005034	CELE.CELE_Y54H5A.4	CINO.Sp34_30025700	CNIO.Cni-oxy-4	CREM.GCK72_008516						
N7.HOG0010769	OG0006336	n0			CBRI.L5515_005029	CELE.CELE_Y54H5A.1	CINO.Sp34_30025600	CNIO.Cni-Y54H5A.1	CREM.GCK72_008507						
N7.HOG0010770	OG0006337	n0			CBRI.L5515_004561	CELE.CELE_H19M22.2	CINO.Sp34_30212800	CNIO.Cni-let-805	CREM.GCK72_009643						
N7.HOG0010771	OG0006338	n0			CBRI.L5515_004241	CELE.CELE_C27F2.5	CINO.Sp34_30054500	CNIO.Cni-vps-22	CREM.GCK72_009971						
N7.HOG0010772	OG0006339	n0			CBRI.L5515_004288	CELE.CELE_ZK418.5	CINO.Sp34_30183300	CNIO.Cni-ZK418.5	CREM.GCK72_009919						
N7.HOG0010773	OG0006340	n0			CBRI.L5515_003162	CELE.CELE_ZK1010.3	CINO.Sp34_30294700	CNIO.Cni-frg-1	CREM.GCK72_010951						
N7.HOG0010774	OG0006341	n0			CBRI.L5515_004257	CELE.CELE_F57B9.7	CINO.Sp34_30249200	CNIO.Cni-flap-1	CREM.GCK72_009956						
N7.HOG0010775	OG0006342	n0			CBRI.L5515_004906	CELE.CELE_B0303.7	CINO.Sp34_30286000	CNIO.Cni-B0303.7	CREM.GCK72_009310						
N7.HOG0010776	OG0006343	n0			CBRI.L5515_012950	CELE.CELE_ZK1320.12	CINO.Sp34_20186030	CNIO.Cni-taf-8	CREM.GCK72_003653						
N7.HOG0010777	OG0006344	n0			CBRI.L5515_003870	CELE.CELE_W09D6.5	CINO.Sp34_30096210	CNIO.Cni-W09D6.5	CREM.GCK72_010316						
N7.HOG0010778	OG0006345	n0			CBRI.L5515_001353	CELE.CELE_F21A9.2	CINO.Sp34_10158100	CNIO.Cni-F21A9.2	CREM.GCK72_002198						
N7.HOG0010779	OG0006346	n0			CBRI.L5515_004045	CELE.CELE_ZK1236.5	CINO.Sp34_30080420	CNIO.Cni-ZK1236.5	CREM.GCK72_010155						
N7.HOG0010780	OG0006347	n0			CBRI.L5515_004834	CELE.CELE_ZC84.4	CINO.Sp34_30263100	CNIO.Cni-npr-29	CREM.GCK72_009379						
N7.HOG0010781	OG0006348	n0			CBRI.L5515_004048	CELE.CELE_ZK1236.7	CINO.Sp34_30080110	CNIO.Cni-ufbp-1	CREM.GCK72_010153						
N7.HOG0010782	OG0006349	n0			CBRI.L5515_011797	CELE.CELE_Y67H2A.6	CINO.Sp34_40139400	CNIO.Cni-csn-6	CREM.GCK72_014529						
N7.HOG0010783	OG0006350	n0			CBRI.L5515_005184	CELE.CELE_C16C10.5	CINO.Sp34_30028000	CNIO.Cni-rnf-121	CREM.GCK72_008939						
